Filename,Latitude,Longitude,Elevation
P1930639.JPG,5214559987/500000000,-1008108103747/12000000000,114.67247009277344
P1820488.JPG,375478797899/36000000000,-21002416581/250000000,116.24208068847656
P1800462.JPG,375470253499/36000000000,-8064884021/96000000,116.11840057373047
P1850535.JPG,1668818763/160000000,-13441656433/160000000,114.10977172851562
P1860550.JPG,75100148501/7200000000,-1008108078469/12000000000,113.67394256591797
P1800456.JPG,375496028429/36000000000,-3024331500547/36000000000,116.27645874023438
P1890594.JPG,125159439119/12000000000,-3024372091787/36000000000,113.63899230957031
P1880574.JPG,375485756969/36000000000,-1008113906071/12000000000,115.09771728515625
P1940664.JPG,375440853169/36000000000,-756078950363/9000000000,114.61439514160156
P1930638.JPG,375448288693/36000000000,-1512159937133/18000000000,114.58621215820312
P1850532.JPG,125157122611/12000000000,-604874544269/7200000000,114.31272888183594
P1800465.JPG,375457396751/36000000000,-1512165761053/18000000000,116.19710540771484
P1880570.JPG,125161929163/12000000000,-189022448807/2250000000,114.4814453125
P1810479.JPG,93871040009/9000000000,-126014155757/1500000000,116.59486389160156
P1870563.JPG,15645553901/1500000000,-3024359305717/36000000000,113.83167266845703
P1820485.JPG,93872889743/9000000000,-604869594511/7200000000,116.26249694824219
P1800463.JPG,62577657179/6000000000,-3024331514029/36000000000,116.16543579101562
P1920628.JPG,375455814577/36000000000,-1008116784917/12000000000,115.09542846679688
P1880569.JPG,62580967717/6000000000,-3024363498407/36000000000,114.36569213867188
P1930644.JPG,62574727093/6000000000,-3024346127893/36000000000,114.7553939819336
P1870556.JPG,375493246463/36000000000,-604865750663/7200000000,113.43739318847656
P1830510.JPG,187748657197/18000000000,-756089057419/9000000000,114.55203247070312
P1790450.JPG,187739968441/18000000000,-1008107752609/12000000000,116.69607543945312
P1880578.JPG,3003885827/288000000,-3024324097361/36000000000,114.42326354980469
P1920629.JPG,2346598819/225000000,-1512173020873/18000000000,115.27755737304688
P1790451.JPG,375484348349/36000000000,-3024323249267/36000000000,116.74976348876953
P1860549.JPG,375500760703/36000000000,-378041076277/4500000000,113.84136199951172
P1830499.JPG,375449901647/36000000000,-63007421551/750000000,114.57553100585938
P1850531.JPG,375467068747/36000000000,-1512186352721/18000000000,114.16122436523438
P1830507.JPG,187742130169/18000000000,-189022263239/2250000000,114.67129516601562
P1820486.JPG,375487330561/36000000000,-94510874261/1125000000,116.16835021972656
P1890582.JPG,93869549701/9000000000,-604863998087/7200000000,113.61012268066406
P1820493.JPG,93864347873/9000000000,-3024348003839/36000000000,115.82904052734375
P1820491.JPG,375465980227/36000000000,-67207733109/800000000,116.2584457397461
P1880579.JPG,375485719961/36000000000,-3024319717127/36000000000,114.28315734863281
P1910620.JPG,11733228949/1125000000,-504060638699/6000000000,114.18663024902344
P1920636.JPG,31287980621/3000000000,-3024315833851/36000000000,115.26411437988281
P1850537.JPG,23468303083/2250000000,-3024372710123/36000000000,114.05906677246094
P1790454.JPG,31291427651/3000000000,-201621550793/2400000000,116.7640151977539
P1890589.JPG,41719809139/4000000000,-189021913823/2250000000,113.67970275878906
P1840516.JPG,46934857039/4500000000,-100812148637/1200000000,113.22026824951172
P1920633.JPG,93863946067/9000000000,-120973144613/1440000000,115.51924896240234
P1910621.JPG,15644305333/1500000000,-604873608881/7200000000,114.29780578613281
P1920634.JPG,375455778187/36000000000,-378040525759/4500000000,115.46717834472656
P1790449.JPG,375475616983/36000000000,-3024323262247/36000000000,116.67766571044922
P1940662.JPG,7821684433/750000000,-3024324177947/36000000000,114.4476318359375
P1800459.JPG,187741560851/18000000000,-151216574737/1800000000,115.80754089355469
P1860552.JPG,333778399/32000000,-3024315861187/36000000000,113.4406967163086
P1890593.JPG,15644929237/1500000000,-3024368017079/36000000000,113.74249267578125
P1810476.JPG,187735668823/18000000000,-20162264953/240000000,116.90008544921875
P1920624.JPG,5866497649/562500000,-302436779351/3600000000,114.60233306884766
P1910611.JPG,15644302711/1500000000,-336036040787/4000000000,114.24632263183594
P1800468.JPG,62574088193/6000000000,-504055253809/6000000000,116.28422546386719
P1860539.JPG,37550093527/3600000000,-3024372653231/36000000000,113.66941833496094
P1860543.JPG,93875214499/9000000000,-378044344877/4500000000,113.83329010009766
P1880572.JPG,15019431281/1440000000,-168019468197/2000000000,114.88892364501953
P1810475.JPG,20859279521/2000000000,-336037749901/4000000000,116.98389434814453
P1840520.JPG,375461728351/36000000000,-3024364458929/36000000000,113.593994140625
P1890586.JPG,375478256141/36000000000,-1512168866509/18000000000,113.64656066894531
P1900599.JPG,375470788399/36000000000,-1008118254509/12000000000,114.531982421875
P1840522.JPG,25030197557/2400000000,-3024364480087/36000000000,113.41934967041016
P1920623.JPG,10429328871/1000000000,-336041405083/4000000000,114.8283462524414
P1850534.JPG,375479905511/36000000000,-1512186350767/18000000000,114.21841430664062
P1840513.JPG,46936465523/4500000000,-756091114147/9000000000,113.3434829711914
P1840514.JPG,93871855129/9000000000,-504060744059/6000000000,113.18658447265625
P1850526.JPG,375445587469/36000000000,-378046590629/4500000000,113.67322540283203
P1850528.JPG,125151410233/12000000000,-302437270519/3600000000,113.93721008300781
P1880580.JPG,23467856713/2250000000,-1512157915373/18000000000,114.21006774902344
P1870560.JPG,187746637661/18000000000,-302434623371/3600000000,113.6685791015625
P1900605.JPG,125156918657/12000000000,-504054771883/6000000000,114.03482055664062
P1860540.JPG,375500919811/36000000000,-63007665107/750000000,113.3846664428711
P1940663.JPG,75088170721/7200000000,-3024319757287/36000000000,114.35018157958984
P1920631.JPG,10429328071/1000000000,-1008112421497/12000000000,115.47688293457031
P1850527.JPG,375449914937/36000000000,-3024372720119/36000000000,113.76417541503906
P1890581.JPG,62579695763/6000000000,-504052522319/6000000000,113.34109497070312
P1910609.JPG,31288600969/3000000000,-168017506089/2000000000,113.95112609863281
P1810469.JPG,12514696549/1200000000,-3024339788831/36000000000,116.17445373535156
P1900603.JPG,375470755571/36000000000,-1512168643919/18000000000,114.5165023803711
P1860546.JPG,46937601929/4500000000,-1008113904179/12000000000,114.19735717773438
